path_wav	segments
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FETB0/SI1778.WAV	"[{""start"": 1568, ""end"": 56423}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FETB0/SI518.WAV	"[{""start"": 3104, ""end"": 55706}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FETB0/SX158.WAV	"[{""start"": 1568, ""end"": 35840}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FETB0/SX248.WAV	"[{""start"": 2592, ""end"": 42189}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FETB0/SX338.WAV	"[{""start"": 2080, ""end"": 50996}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FETB0/SX428.WAV	"[{""start"": 2080, ""end"": 54887}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FETB0/SX68.WAV	"[{""start"": 2080, ""end"": 42906}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SA1.WAV	"[{""start"": 3104, ""end"": 51168}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SA2.WAV	"[{""start"": 2080, ""end"": 40416}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SI1434.WAV	"[{""start"": 4128, ""end"": 70144}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SI1763.WAV	"[{""start"": 1568, ""end"": 17376}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SI804.WAV	"[{""start"": 2080, ""end"": 40039}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SX174.WAV	"[{""start"": 2080, ""end"": 61133}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SX264.WAV	"[{""start"": 2080, ""end"": 42464}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SX354.WAV	"[{""start"": 3104, ""end"": 41440}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SX444.WAV	"[{""start"": 2080, ""end"": 41952}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FJSP0/SX84.WAV	"[{""start"": 2592, ""end"": 51168}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SA1.WAV	"[{""start"": 2080, ""end"": 55399}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SA2.WAV	"[{""start"": 4128, ""end"": 47072}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SI1608.WAV	"[{""start"": 2592, ""end"": 56800}, {""start"": 59424, ""end"": 76391}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SI2238.WAV	"[{""start"": 2592, ""end"": 35226}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SI978.WAV	"[{""start"": 2592, ""end"": 54240}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SX168.WAV	"[{""start"": 1568, ""end"": 37581}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SX258.WAV	"[{""start"": 2080, ""end"": 54887}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SX348.WAV	"[{""start"": 2080, ""end"": 59290}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SX438.WAV	"[{""start"": 2592, ""end"": 58336}, {""start"": 59936, ""end"": 83936}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FKFB0/SX78.WAV	"[{""start"": 2080, ""end"": 39527}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SA1.WAV	"[{""start"": 2080, ""end"": 27616}, {""start"": 29216, ""end"": 65434}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SA2.WAV	"[{""start"": 2592, ""end"": 49050}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SI1377.WAV	"[{""start"": 2592, ""end"": 31712}, {""start"": 36384, ""end"": 58336}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SI2007.WAV	"[{""start"": 4128, ""end"": 23520}, {""start"": 26144, ""end"": 56730}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SI747.WAV	"[{""start"": 1568, ""end"": 48436}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SX117.WAV	"[{""start"": 1568, ""end"": 29152}, {""start"": 31776, ""end"": 45536}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SX207.WAV	"[{""start"": 2080, ""end"": 33076}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SX297.WAV	"[{""start"": 1056, ""end"": 43111}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SX333.WAV	"[{""start"": 3104, ""end"": 82228}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FMEM0/SX387.WAV	"[{""start"": 2080, ""end"": 34272}, {""start"": 35872, ""end"": 57824}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SA1.WAV	"[{""start"": 3616, ""end"": 24544}, {""start"": 27168, ""end"": 57754}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SA2.WAV	"[{""start"": 1568, ""end"": 42189}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SI1244.WAV	"[{""start"": 2080, ""end"": 56628}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SI1874.WAV	"[{""start"": 6176, ""end"": 41472}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SI614.WAV	"[{""start"": 7712, ""end"": 74957}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SX164.WAV	"[{""start"": 3104, ""end"": 46900}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SX327.WAV	"[{""start"": 8224, ""end"": 79975}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SX344.WAV	"[{""start"": 1568, ""end"": 32871}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SX434.WAV	"[{""start"": 4640, ""end"": 42189}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSAH0/SX74.WAV	"[{""start"": 1568, ""end"": 38880}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SA1.WAV	"[{""start"": 2080, ""end"": 52224}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SA2.WAV	"[{""start"": 2080, ""end"": 46183}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SI1025.WAV	"[{""start"": 1568, ""end"": 49972}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SI2285.WAV	"[{""start"": 1568, ""end"": 31847}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SI696.WAV	"[{""start"": 3104, ""end"": 56525}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SX125.WAV	"[{""start"": 1568, ""end"": 36250}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SX215.WAV	"[{""start"": 2080, ""end"": 48026}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SX305.WAV	"[{""start"": 2592, ""end"": 39629}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SX35.WAV	"[{""start"": 3616, ""end"": 37479}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSJK1/SX395.WAV	"[{""start"": 1568, ""end"": 43213}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SA1.WAV	"[{""start"": 3616, ""end"": 57242}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SA2.WAV	"[{""start"": 2080, ""end"": 41370}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SI1621.WAV	"[{""start"": 1568, ""end"": 25293}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SI2251.WAV	"[{""start"": 2080, ""end"": 51610}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SI991.WAV	"[{""start"": 3616, ""end"": 71783}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SX181.WAV	"[{""start"": 1056, ""end"": 57140}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SX271.WAV	"[{""start"": 1568, ""end"": 42464}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SX361.WAV	"[{""start"": 2080, ""end"": 42189}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SX451.WAV	"[{""start"": 2080, ""end"": 70112}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FSMA0/SX91.WAV	"[{""start"": 1568, ""end"": 43725}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SA1.WAV	"[{""start"": 5152, ""end"": 55092}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SA2.WAV	"[{""start"": 1568, ""end"": 44852}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SI1402.WAV	"[{""start"": 1568, ""end"": 70112}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SI2181.WAV	"[{""start"": 2592, ""end"": 39322}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SI921.WAV	"[{""start"": 1568, ""end"": 66663}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SX111.WAV	"[{""start"": 1568, ""end"": 40039}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SX201.WAV	"[{""start"": 1568, ""end"": 47821}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SX21.WAV	"[{""start"": 4128, ""end"": 34816}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SX291.WAV	"[{""start"": 2080, ""end"": 39424}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FTBR0/SX381.WAV	"[{""start"": 1568, ""end"": 39732}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SA1.WAV	"[{""start"": 3104, ""end"": 44442}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SA2.WAV	"[{""start"": 2080, ""end"": 37684}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SI1032.WAV	"[{""start"": 1568, ""end"": 40928}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SI1510.WAV	"[{""start"": 1568, ""end"": 64717}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SI2292.WAV	"[{""start"": 2080, ""end"": 28058}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SX132.WAV	"[{""start"": 1568, ""end"": 39834}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SX222.WAV	"[{""start"": 2080, ""end"": 40551}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SX312.WAV	"[{""start"": 2080, ""end"": 57824}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SX402.WAV	"[{""start"": 1568, ""end"": 32224}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVFB0/SX42.WAV	"[{""start"": 2080, ""end"": 30618}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SA1.WAV	"[{""start"": 8736, ""end"": 52704}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SA2.WAV	"[{""start"": 2080, ""end"": 40141}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SI1466.WAV	"[{""start"": 8224, ""end"": 67380}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SI2096.WAV	"[{""start"": 2080, ""end"": 44032}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SI836.WAV	"[{""start"": 8224, ""end"": 68813}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SX116.WAV	"[{""start"": 3104, ""end"": 32154}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SX206.WAV	"[{""start"": 2080, ""end"": 45024}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SX26.WAV	"[{""start"": 1568, ""end"": 33076}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SX296.WAV	"[{""start"": 2080, ""end"": 36250}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/FVMH0/SX386.WAV	"[{""start"": 1568, ""end"": 32564}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SA1.WAV	"[{""start"": 2080, ""end"": 48743}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SA2.WAV	"[{""start"": 2080, ""end"": 39732}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SI1194.WAV	"[{""start"": 1568, ""end"": 44749}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SI1824.WAV	"[{""start"": 2080, ""end"": 65504}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SI564.WAV	"[{""start"": 1568, ""end"": 61338}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SX114.WAV	"[{""start"": 4640, ""end"": 42906}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SX204.WAV	"[{""start"": 1568, ""end"": 38810}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SX24.WAV	"[{""start"": 1568, ""end"": 32224}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SX294.WAV	"[{""start"": 3616, ""end"": 34202}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MCPM0/SX384.WAV	"[{""start"": 2592, ""end"": 31437}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SA1.WAV	"[{""start"": 3616, ""end"": 50791}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SA2.WAV	"[{""start"": 4128, ""end"": 39904}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SI1261.WAV	"[{""start"": 2080, ""end"": 43725}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SI1837.WAV	"[{""start"": 2592, ""end"": 35636}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SI631.WAV	"[{""start"": 2080, ""end"": 48608}, {""start"": 50208, ""end"": 80352}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SX181.WAV	"[{""start"": 1568, ""end"": 63591}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SX271.WAV	"[{""start"": 2080, ""end"": 38708}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SX361.WAV	"[{""start"": 3104, ""end"": 23520}, {""start"": 25120, ""end"": 41472}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SX451.WAV	"[{""start"": 2080, ""end"": 60928}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDAC0/SX91.WAV	"[{""start"": 1568, ""end"": 36967}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDPK0/SA1.WAV	"[{""start"": 2080, ""end"": 46080}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDPK0/SA2.WAV	"[{""start"": 8736, ""end"": 44000}]"
/home/dimme/Documents/Databases/TIMIT16-8kHz/TIMIT16kHz/TRAIN/DR1/MDPK0/SI1053.WAV	"[{""start"": 16928, ""end"": 53216}]"
