path_wav	segments
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FJSP0/SX264.WAV	"[{""start"": 2160, ""end"": 41320}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FJSP0/SX354.WAV	"[{""start"": 3480, ""end"": 39480}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FJSP0/SX444.WAV	"[{""start"": 2315, ""end"": 42401}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FJSP0/SX84.WAV	"[{""start"": 2240, ""end"": 51128}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SA1.WAV	"[{""start"": 2372, ""end"": 53954}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SA2.WAV	"[{""start"": 4570, ""end"": 47640}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SI1608.WAV	"[{""start"": 2810, ""end"": 72860}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SI2238.WAV	"[{""start"": 2443, ""end"": 32040}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SI978.WAV	"[{""start"": 2173, ""end"": 52973}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SX168.WAV	"[{""start"": 1032, ""end"": 33838}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SX258.WAV	"[{""start"": 2360, ""end"": 51616}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SX348.WAV	"[{""start"": 2193, ""end"": 56780}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SX438.WAV	"[{""start"": 3060, ""end"": 80884}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FKFB0/SX78.WAV	"[{""start"": 2190, ""end"": 35946}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SA1.WAV	"[{""start"": 2360, ""end"": 63222}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SA2.WAV	"[{""start"": 2715, ""end"": 46440}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SI1377.WAV	"[{""start"": 2000, ""end"": 57099}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SI2007.WAV	"[{""start"": 3740, ""end"": 54378}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SI747.WAV	"[{""start"": 2000, ""end"": 44699}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SX117.WAV	"[{""start"": 2220, ""end"": 43240}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SX207.WAV	"[{""start"": 2350, ""end"": 31419}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SX297.WAV	"[{""start"": 2160, ""end"": 39999}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SX333.WAV	"[{""start"": 3520, ""end"": 79744}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FMEM0/SX387.WAV	"[{""start"": 2240, ""end"": 56480}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SA1.WAV	"[{""start"": 2280, ""end"": 55720}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SA2.WAV	"[{""start"": 1960, ""end"": 41880}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SI1244.WAV	"[{""start"": 2200, ""end"": 54040}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SI1874.WAV	"[{""start"": 6280, ""end"": 39640}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SI614.WAV	"[{""start"": 7880, ""end"": 73000}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SX164.WAV	"[{""start"": 3000, ""end"": 45000}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SX327.WAV	"[{""start"": 8887, ""end"": 77911}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SX344.WAV	"[{""start"": 2214, ""end"": 30760}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SX434.WAV	"[{""start"": 4929, ""end"": 39320}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSAH0/SX74.WAV	"[{""start"": 2200, ""end"": 38440}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SA1.WAV	"[{""start"": 2260, ""end"": 49320}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SA2.WAV	"[{""start"": 2220, ""end"": 43480}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SI1025.WAV	"[{""start"": 2116, ""end"": 47800}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SI2285.WAV	"[{""start"": 2160, ""end"": 29720}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SI696.WAV	"[{""start"": 2320, ""end"": 54565}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SX125.WAV	"[{""start"": 2080, ""end"": 33295}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SX215.WAV	"[{""start"": 2180, ""end"": 45454}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SX305.WAV	"[{""start"": 2220, ""end"": 37270}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SX35.WAV	"[{""start"": 3000, ""end"": 34680}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSJK1/SX395.WAV	"[{""start"": 1080, ""end"": 41219}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SA1.WAV	"[{""start"": 2223, ""end"": 55071}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SA2.WAV	"[{""start"": 2170, ""end"": 39980}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SI1621.WAV	"[{""start"": 1947, ""end"": 23185}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SI2251.WAV	"[{""start"": 2082, ""end"": 50475}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SI991.WAV	"[{""start"": 2290, ""end"": 69380}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SX181.WAV	"[{""start"": 2261, ""end"": 54920}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SX271.WAV	"[{""start"": 2080, ""end"": 41200}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SX361.WAV	"[{""start"": 2320, ""end"": 40299}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SX451.WAV	"[{""start"": 2320, ""end"": 68370}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FSMA0/SX91.WAV	"[{""start"": 2069, ""end"": 42630}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SA1.WAV	"[{""start"": 4160, ""end"": 52760}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SA2.WAV	"[{""start"": 2160, ""end"": 43809}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SI1402.WAV	"[{""start"": 2160, ""end"": 70448}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SI2181.WAV	"[{""start"": 2240, ""end"": 36720}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SI921.WAV	"[{""start"": 2161, ""end"": 64838}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SX111.WAV	"[{""start"": 2120, ""end"": 38323}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SX201.WAV	"[{""start"": 1960, ""end"": 45409}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SX21.WAV	"[{""start"": 4000, ""end"": 33080}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SX291.WAV	"[{""start"": 2310, ""end"": 38372}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FTBR0/SX381.WAV	"[{""start"": 2240, ""end"": 36729}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SA1.WAV	"[{""start"": 2170, ""end"": 38760}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SA2.WAV	"[{""start"": 2250, ""end"": 33743}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SI1032.WAV	"[{""start"": 2161, ""end"": 39018}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SI1510.WAV	"[{""start"": 2199, ""end"": 62650}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SI2292.WAV	"[{""start"": 2424, ""end"": 25360}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SX132.WAV	"[{""start"": 1955, ""end"": 37360}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SX222.WAV	"[{""start"": 2320, ""end"": 38490}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SX312.WAV	"[{""start"": 2190, ""end"": 56121}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SX402.WAV	"[{""start"": 2240, ""end"": 33400}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVFB0/SX42.WAV	"[{""start"": 2440, ""end"": 28280}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SA1.WAV	"[{""start"": 7812, ""end"": 50522}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SA2.WAV	"[{""start"": 2200, ""end"": 38860}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SI1466.WAV	"[{""start"": 8920, ""end"": 64396}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SI2096.WAV	"[{""start"": 2320, ""end"": 41445}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SI836.WAV	"[{""start"": 8529, ""end"": 66680}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SX116.WAV	"[{""start"": 2190, ""end"": 29720}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SX206.WAV	"[{""start"": 2240, ""end"": 43890}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SX26.WAV	"[{""start"": 2193, ""end"": 30843}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SX296.WAV	"[{""start"": 2230, ""end"": 34060}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/FVMH0/SX386.WAV	"[{""start"": 2160, ""end"": 29560}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SA1.WAV	"[{""start"": 2255, ""end"": 46552}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SA2.WAV	"[{""start"": 2214, ""end"": 37780}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SI1194.WAV	"[{""start"": 2241, ""end"": 42488}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SI1824.WAV	"[{""start"": 2142, ""end"": 64198}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SI564.WAV	"[{""start"": 2280, ""end"": 59031}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SX114.WAV	"[{""start"": 2305, ""end"": 40440}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SX204.WAV	"[{""start"": 2096, ""end"": 35517}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SX24.WAV	"[{""start"": 2264, ""end"": 31320}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SX294.WAV	"[{""start"": 2120, ""end"": 31339}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MCPM0/SX384.WAV	"[{""start"": 2222, ""end"": 29033}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SA1.WAV	"[{""start"": 2440, ""end"": 47376}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SA2.WAV	"[{""start"": 3960, ""end"": 39770}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SI1261.WAV	"[{""start"": 1960, ""end"": 42580}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SI1837.WAV	"[{""start"": 2120, ""end"": 33720}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SI631.WAV	"[{""start"": 2120, ""end"": 78840}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SX181.WAV	"[{""start"": 2120, ""end"": 60360}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SX271.WAV	"[{""start"": 2297, ""end"": 35718}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SX361.WAV	"[{""start"": 3480, ""end"": 38892}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SX451.WAV	"[{""start"": 2440, ""end"": 58920}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDAC0/SX91.WAV	"[{""start"": 1959, ""end"": 33960}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SA1.WAV	"[{""start"": 2385, ""end"": 43560}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SA2.WAV	"[{""start"": 9315, ""end"": 43145}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SI1053.WAV	"[{""start"": 17542, ""end"": 50305}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SI1683.WAV	"[{""start"": 2120, ""end"": 29476}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SI552.WAV	"[{""start"": 4240, ""end"": 18760}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SX153.WAV	"[{""start"": 2571, ""end"": 44830}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SX243.WAV	"[{""start"": 3879, ""end"": 41363}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SX333.WAV	"[{""start"": 2080, ""end"": 53340}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SX423.WAV	"[{""start"": 2320, ""end"": 46185}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MDPK0/SX63.WAV	"[{""start"": 2180, ""end"": 35880}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SA1.WAV	"[{""start"": 2214, ""end"": 43982}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SA2.WAV	"[{""start"": 2189, ""end"": 35860}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SI1374.WAV	"[{""start"": 2440, ""end"": 33248}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SI2004.WAV	"[{""start"": 2260, ""end"": 62600}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SI744.WAV	"[{""start"": 2230, ""end"": 58140}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SX114.WAV	"[{""start"": 2120, ""end"": 36386}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SX204.WAV	"[{""start"": 2360, ""end"": 32860}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SX24.WAV	"[{""start"": 2680, ""end"": 31707}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SX294.WAV	"[{""start"": 2620, ""end"": 29827}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MEDR0/SX384.WAV	"[{""start"": 2123, ""end"": 27989}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SA1.WAV	"[{""start"": 2270, ""end"": 38280}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SA2.WAV	"[{""start"": 3451, ""end"": 39480}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SI1497.WAV	"[{""start"": 2280, ""end"": 35920}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SI2127.WAV	"[{""start"": 2077, ""end"": 29994}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SI867.WAV	"[{""start"": 2167, ""end"": 57094}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SX147.WAV	"[{""start"": 2170, ""end"": 35960}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SX237.WAV	"[{""start"": 500, ""end"": 17712}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SX327.WAV	"[{""start"": 16731, ""end"": 79510}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SX417.WAV	"[{""start"": 2180, ""end"": 43284}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MGRL0/SX57.WAV	"[{""start"": 2250, ""end"": 30090}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MJEB1/SA1.WAV	"[{""start"": 2440, ""end"": 49960}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MJEB1/SA2.WAV	"[{""start"": 2210, ""end"": 38684}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MJEB1/SI1467.WAV	"[{""start"": 3150, ""end"": 73520}]"
/Users/pbadiger/Downloads/TIMIT16kHz/TRAIN/DR1/MJEB1/SI2097.WAV	"[{""start"": 5200, ""end"": 49473}]"
